Date,SPY_Volume,SPY_Volume_Change
2023-01-17,62677300,-0.019381051766170998
2023-01-18,99632300,0.4634870685876038
2023-01-19,86958900,-0.13605081596741186
2023-01-20,91806400,0.054246418733011836
2023-01-23,84178800,-0.08673890389862038
2023-01-24,59524900,-0.3465483956682043
2023-01-25,84800300,0.3539043681223326
2023-01-26,72287400,-0.15964924040910589
2023-01-27,68346200,-0.056063874689961324
2023-01-30,74202000,0.0822051385595941
2023-01-31,86811800,0.15695145313914693
2023-02-01,101459200,0.15591419009959395
2023-02-02,101654500,0.0019230614201575236
2023-02-03,94736800,-0.07047728837360268
2023-02-06,60295300,-0.45184836319315025
2023-02-07,90990700,0.41150314641198094
2023-02-08,76227500,-0.17703501351704531
2023-02-09,78694900,0.031856060298938615
2023-02-10,70769700,-0.10614740727964289
2023-02-13,64913500,-0.0863753285892166
2023-02-14,88389300,0.3086953071884615
2023-02-15,61555700,-0.3618084656148888
2023-02-16,76431500,0.21645245888488773
2023-02-17,89257800,0.15513389693541768
2023-02-21,82655900,-0.07684260471984317
2023-02-22,83742300,0.013058019100729013
2023-02-23,96242400,0.13912578283144583
2023-02-24,108194400,0.11705960005425453
2023-02-27,80444700,-0.29635961722556914
2023-02-28,96438600,0.18133654456956094
2023-03-01,99706800,0.033327342846213526
2023-03-02,85127800,-0.1580802225223863
2023-03-03,90120000,0.056988458830623756
2023-03-06,72795900,-0.21348248062867725
2023-03-07,108310600,0.3973433905516295
